51;4;1;755
4;34;1;755
34;21;1;755
21;17;1;755
17;22;1;755
22;22;1;755
22;12;2;755
12;30;2;755
30;22;2;755
22;37;1;755
37;18;1;755
18;50;1;755
50;23;1;755
23;36;1;755
46;51;1;755
36;46;1;755
51;41;1;756
41;35;1;756
35;24;1;756
24;38;1;756
38;32;1;756
32;26;1;756
26;28;1;756
28;45;1;756
45;39;1;756
39;6;1;756
6;8;1;756
8;44;1;756
20;51;1;756
44;20;1;756
51;51;1;3822
51;19;2;3822
19;51;2;3822
51;3;1;3822
3;31;1;3822
31;42;1;3822
42;11;1;3822
11;2;1;3822
2;33;1;3822
33;10;2;3822
10;1;2;3822
1;33;2;3822
33;5;1;3822
5;15;1;3822
16;51;1;3822
15;16;1;3822
51;13;1;10213
13;49;2;10213
49;43;2;10213
43;48;2;10213
48;13;2;10213
13;29;1;10213
29;25;1;10213
25;27;2;10213
27;25;2;10213
25;25;1;10213
25;47;2;10213
47;25;2;10213
25;7;1;10213
7;40;1;10213
40;40;1;10213
40;9;2;10213
9;40;2;10213
14;51;1;10213
40;14;1;10213
